year,dayAndNight,week,death,casualty,injuredPerson,location,accKind,violationLaw,roadKind,perpetrator,victim,Count
2018,Night,Mon,1,1,0,Gyeongbuk,Car and Car,Violation of drivers laws,crossroad,a freight car,a two-wheeled car,1
2018,Day,Sat,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Day,Thu,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Tue,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Tue,1,1,0,Gyeongbuk,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Fri,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,crossroad,사륜오토바이(ATV),none,1
2018,Day,Sat,1,1,0,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a freight car,자전거,1
2018,Night,Mon,1,1,0,Gyeongbuk,Car and People,Violation of drivers laws,crossroad,a freight car,Pedestrian,1
2018,Day,Sat,1,3,2,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a freight car,a car,1
2018,Day,Mon,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Day,Fri,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,crossroad,a car,none,1
2018,Day,Fri,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,special car,none,1
2018,Day,Sat,1,1,0,Gyeongbuk,Car and People,Violation of drivers laws,crossroad,construction machinery,Pedestrian,1
2018,Night,Wed,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Day,Sat,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Night,Mon,1,1,0,Gyeongbuk,Car and People,Violation of drivers laws,crossroad,a van,Pedestrian,1
2018,Night,Tue,1,1,0,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a car,자전거,1
2018,Day,Mon,1,2,1,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a car,a freight car,1
2018,Night,Thu,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Night,Tue,1,1,0,Gyeongbuk,Car and People,Violation of drivers laws,singleroad,a van,Pedestrian,1
2018,Night,Sun,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,crossroad,a car,none,1
2018,Night,Thu,1,1,0,Gyeongbuk,Car and Car,Violation of drivers laws,crossroad,a freight car,a two-wheeled car,1
2018,Night,Sat,1,1,0,Gyeongbuk,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Day,Sat,1,1,0,Gyeongbuk,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Tue,1,1,0,Gyeongbuk,Car and People,Violation of drivers laws,Other,a car,Pedestrian,1
2018,Day,Tue,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,Other,사륜오토바이(ATV),none,1
2018,Night,Fri,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Day,Sat,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,a freight car,none,1
2018,Day,Thu,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Day,Fri,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Night,Sat,1,3,2,Gyeongbuk,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a car,1
2018,Day,Fri,1,1,0,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a car,자전거,1
2018,Night,Thu,1,1,0,Gyeongbuk,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Day,Tue,1,3,2,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a freight car,construction machinery,1
2018,Day,Tue,1,1,0,Gyeongbuk,Car and Car,Violation of drivers laws,crossroad,a freight car,자전거,1
2018,Night,Sat,1,1,0,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a two-wheeled car,a car,1
2018,Day,Fri,1,1,0,Gyeongbuk,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a car,1
2018,Day,Fri,1,2,1,Gyeongbuk,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Tue,1,2,1,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a freight car,special car,1
2018,Night,Wed,2,3,1,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a freight car,a freight car,1
2018,Day,Mon,1,3,2,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,special car,a car,1
2018,Day,Mon,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,a freight car,none,1
2018,Night,Mon,1,4,3,Daegu,Only Car,Violation of drivers laws,singleroad,a van,none,1
2018,Night,Wed,1,2,1,Gyeongbuk,Car and Car,Violation of drivers laws,singleroad,a freight car,a freight car,1
2018,Day,Mon,1,1,0,Gyeongbuk,Only Car,Violation of drivers laws,singleroad,a freight car,none,1
2018,Day,Thu,1,1,0,Gyeongsangnam,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Wed,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Tue,1,1,0,Gyeongsangnam,Only Car,Violation of drivers laws,singleroad,a freight car,none,1
2018,Night,Fri,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Sun,1,1,0,Gyeongsangnam,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Fri,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Tue,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,singleroad,special car,Pedestrian,1
2018,Night,Wed,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Mon,1,1,0,Gyeongsangnam,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Thu,1,1,0,Gyeongsangnam,Only Car,Violation of drivers laws,crossroad,a van,none,1
2018,Night,Tue,1,3,2,Gyeongsangnam,Car and Car,Violation of drivers laws,singleroad,a car,a car,1
2018,Day,Mon,1,1,0,Gyeongsangnam,Car and Car,Violation of drivers laws,singleroad,a two-wheeled car,construction machinery,1
2018,Day,Fri,1,1,0,Gyeongsangnam,Car and Car,Violation of drivers laws,crossroad,a freight car,a car,1
2018,Night,Sun,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Tue,1,1,0,Gyeongsangnam,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Day,Fri,1,3,2,Gyeongsangnam,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Day,Thu,1,2,1,Gyeongsangnam,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Wed,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Fri,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Day,Sat,1,2,1,Gyeongsangnam,Car and Car,Violation of drivers laws,singleroad,a freight car,a freight car,1
2018,Night,Mon,1,1,0,Gyeongsangnam,Only Car,Violation of drivers laws,singleroad,a freight car,none,1
2018,Night,Sun,1,8,7,Gyeongsangnam,Car and Car,Violation of drivers laws,singleroad,a freight car,a car,1
2018,Day,Mon,1,1,0,Gyeongsangnam,Car and Car,Violation of drivers laws,crossroad,a car,자전거,1
2018,Day,Thu,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Day,Sun,1,1,0,Gyeongsangnam,Car and Car,Violation of drivers laws,singleroad,자전거,a freight car,1
2018,Night,Wed,1,1,0,Gyeongsangnam,Only Car,Violation of drivers laws,crossroad,a freight car,none,1
2018,Night,Tue,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Mon,1,1,0,Gyeongsangnam,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Mon,1,1,0,Gyeongsangnam,Car and Car,Violation of drivers laws,singleroad,a car,농기계,1
2018,Night,Wed,1,1,0,Gyeongsangnam,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Day,Fri,1,1,0,Gyeongsangnam,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Night,Tue,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Tue,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Tue,1,1,0,Gyeongsangnam,Only Car,Violation of drivers laws,Other,사륜오토바이(ATV),none,1
2018,Day,Wed,1,1,0,Gyeongsangnam,Car and People,Violation of drivers laws,crossroad,a freight car,Pedestrian,1
2018,Night,Sat,1,1,0,Gyeongsangnam,Car and Car,Violation of drivers laws,singleroad,a car,a freight car,1
2018,Night,Sun,1,1,0,Jeju,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Sun,1,1,0,Jeju,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Wed,1,1,0,Jeju,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Tue,1,1,0,Jeju,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Sat,1,1,0,Jeju,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Sat,1,1,0,Jeju,Car and People,Violation of drivers laws,Other,a car,Pedestrian,1
2018,Day,Sun,1,1,0,Jeju,Car and Car,Violation of drivers laws,singleroad,a car,a car,1
2018,Day,Fri,1,3,2,Jeju,Car and Car,Violation of drivers laws,singleroad,a freight car,a car,1
2018,Night,Wed,1,1,0,Jeju,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Wed,1,1,0,Jeju,Car and Car,Violation of drivers laws,crossroad,a car,a freight car,1
2018,Day,Mon,1,1,0,Jeju,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Tue,1,1,0,Jeju,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Day,Tue,1,1,0,Daegu,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Wed,1,1,0,Daegu,Car and Car,Violation of drivers laws,singleroad,a car,a two-wheeled car,1
2018,Night,Sun,1,1,0,Daegu,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Day,Sun,1,1,0,Daegu,Car and Car,Violation of drivers laws,singleroad,a car,a two-wheeled car,1
2018,Night,Tue,1,1,0,Daegu,Car and People,Violation of drivers laws,crossroad,a van,Pedestrian,1
2018,Day,Sun,1,1,0,Daegu,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Sun,1,1,0,Daegu,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Fri,1,1,0,Daegu,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Day,Wed,1,1,0,Daegu,Only Car,Violation of drivers laws,singleroad,a freight car,none,1
2018,Night,Tue,1,1,0,Incheon,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Sat,1,1,0,Incheon,Car and Car,Violation of drivers laws,singleroad,a two-wheeled car,a car,1
2018,Day,Fri,1,1,0,Incheon,Only Car,Violation of drivers laws,singleroad,자전거,none,1
2018,Night,Fri,1,1,0,Incheon,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Night,Mon,1,4,3,Incheon,Car and Car,Violation of drivers laws,crossroad,a van,a car,1
2018,Day,Wed,1,1,0,Incheon,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Wed,1,1,0,Incheon,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Fri,1,1,0,Incheon,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Wed,1,1,0,Incheon,Car and People,Violation of drivers laws,crossroad,a van,Pedestrian,1
2018,Day,Thu,1,2,1,Incheon,Car and Car,Violation of drivers laws,crossroad,a van,a freight car,1
2018,Day,Mon,1,2,1,Incheon,Car and Car,Violation of drivers laws,singleroad,a car,a freight car,1
2018,Day,Thu,1,1,0,Incheon,Car and People,Violation of drivers laws,crossroad,a van,Pedestrian,1
2018,Night,Sun,1,1,0,Incheon,Only Car,Violation of drivers laws,singleroad,a freight car,none,1
2018,Night,Fri,1,1,0,Incheon,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Sun,1,1,0,Incheon,Car and People,Violation of drivers laws,singleroad,a van,Pedestrian,1
2018,Night,Wed,1,9,8,Incheon,Car and Car,Violation of drivers laws,singleroad,a car,a car,1
2018,Night,Sat,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a freight car,a freight car,1
2018,Night,Fri,1,1,0,Gwangju,Car and Car,Violation of drivers laws,singleroad,a two-wheeled car,a van,1
2018,Night,Fri,1,1,0,Gwangju,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Mon,1,1,0,Gwangju,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Mon,1,1,0,Gwangju,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Mon,1,1,0,Gwangju,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Day,Sat,1,1,0,Gwangju,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a freight car,1
2018,Day,Sat,1,1,0,Gwangju,Only Car,Violation of drivers laws,crossroad,a car,none,1
2018,Night,Sun,1,1,0,Gwangju,Car and People,Violation of drivers laws,Other,a car,Pedestrian,1
2018,Day,Thu,1,1,0,Daejeon,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Day,Sun,1,1,0,Daejeon,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Sun,1,1,0,Daejeon,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Fri,1,1,0,Daejeon,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Day,Fri,1,1,0,Daejeon,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Night,Tue,1,2,1,Daejeon,Car and Car,Violation of drivers laws,singleroad,a car,a freight car,1
2018,Day,Sun,1,1,0,Daejeon,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Night,Mon,1,3,2,Daejeon,Car and Car,Violation of drivers laws,crossroad,a car,a van,1
2018,Night,Fri,1,1,0,Ulsan,Only Car,Violation of drivers laws,crossroad,a freight car,none,1
2018,Night,Tue,1,3,2,Ulsan,Car and Car,Violation of drivers laws,crossroad,a car,a car,1
2018,Day,Sat,1,1,0,Ulsan,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Tue,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Sat,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a freight car,a two-wheeled car,1
2018,Night,Wed,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a car,1
2018,Day,Thu,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Day,Tue,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a freight car,Pedestrian,1
2018,Day,Thu,1,4,3,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a car,a freight car,1
2018,Day,Fri,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,crossroad,a freight car,Pedestrian,1
2018,Day,Fri,1,2,1,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a freight car,1
2018,Day,Sat,1,3,2,Gyeonggi,Only Car,Violation of drivers laws,crossroad,a freight car,none,1
2018,Night,Mon,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,crossroad,a freight car,Pedestrian,1
2018,Day,Sun,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,a car,a two-wheeled car,1
2018,Day,Wed,1,1,0,Gyeonggi,Only Car,Violation of drivers laws,singleroad,construction machinery,none,1
2018,Night,Sun,1,1,0,Gyeonggi,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Day,Mon,1,1,0,Gyeonggi,Only Car,Violation of drivers laws,singleroad,a freight car,none,1
2018,Night,Mon,1,3,2,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,a van,a car,1
2018,Night,Sun,1,2,1,Gyeonggi,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Day,Wed,1,4,3,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,a car,a car,1
2018,Night,Fri,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Mon,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a freight car,1
2018,Night,Fri,1,1,0,Gyeonggi,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Day,Thu,1,1,0,Gyeonggi,Only Car,Violation of drivers laws,singleroad,construction machinery,none,1
2018,Day,Sun,1,2,1,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a two-wheeled car,a two-wheeled car,1
2018,Day,Fri,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,crossroad,a car,사륜오토바이(ATV),1
2018,Day,Thu,1,1,0,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a two-wheeled car,a freight car,1
2018,Day,Sun,1,7,6,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a car,a car,1
2018,Day,Tue,1,2,1,Gyeonggi,Car and Car,Violation of drivers laws,singleroad,a van,a freight car,1
2018,Night,Fri,1,1,0,Gyeonggi,Only Car,Violation of drivers laws,singleroad,a car,none,1
2018,Day,Mon,1,1,0,Gyeonggi,Only Car,Violation of drivers laws,Other,a car,none,1
2018,Night,Thu,1,1,0,Seoul,Car and Car,Violation of drivers laws,crossroad,a two-wheeled car,a two-wheeled car,1
2018,Night,Sun,1,1,0,Seoul,Car and Car,Violation of drivers laws,singleroad,a car,기타,1
2018,Night,Tue,1,1,0,Seoul,Car and Car,Violation of drivers laws,crossroad,자전거,a freight car,1
2018,Day,Tue,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a van,Pedestrian,1
2018,Day,Mon,1,3,2,Seoul,Car and Car,Violation of drivers laws,singleroad,a two-wheeled car,a car,1
2018,Night,Thu,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Sat,2,3,1,Seoul,Car and Car,Violation of drivers laws,crossroad,a car,a two-wheeled car,1
2018,Day,Mon,1,1,0,Seoul,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Sun,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Fri,1,1,0,Seoul,Car and People,Violation of drivers laws,crossroad,construction machinery,Pedestrian,1
2018,Day,Mon,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Mon,1,1,0,Seoul,Car and People,Violation of drivers laws,crossroad,a freight car,Pedestrian,1
2018,Day,Sat,1,2,1,Seoul,Car and Car,Violation of drivers laws,singleroad,a car,a car,1
2018,Day,Sat,1,1,0,Seoul,Car and Car,Violation of drivers laws,singleroad,자전거,construction machinery,1
2018,Night,Sun,1,3,2,Seoul,Car and Car,Violation of drivers laws,singleroad,a car,a van,1
2018,Night,Sat,1,1,0,Seoul,Car and People,Violation of drivers laws,crossroad,a freight car,Pedestrian,1
2018,Night,Sun,1,1,0,Seoul,Car and Car,Violation of drivers laws,crossroad,자전거,a car,1
2018,Day,Mon,1,1,0,Seoul,Car and People,Violation of drivers laws,crossroad,a freight car,Pedestrian,1
2018,Day,Sun,1,1,0,Seoul,Only Car,Violation of drivers laws,singleroad,a two-wheeled car,none,1
2018,Night,Tue,1,1,0,Seoul,Car and People,Violation of drivers laws,crossroad,a freight car,Pedestrian,1
2018,Night,Sat,1,1,0,Seoul,Car and People,Violation of drivers laws,crossroad,a van,Pedestrian,1
2018,Night,Sun,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Thu,1,1,0,Seoul,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Mon,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Day,Wed,1,1,0,Seoul,Car and Car,Violation of drivers laws,crossroad,construction machinery,자전거,1
2018,Night,Sun,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a car,Pedestrian,1
2018,Night,Fri,1,1,0,Seoul,Car and Car,Violation of drivers laws,singleroad,a car,a freight car,1
2018,Day,Mon,1,2,1,Seoul,Car and People,Violation of drivers laws,crossroad,a car,Pedestrian,1
2018,Night,Sat,1,1,0,Seoul,Car and People,Violation of drivers laws,singleroad,a van,Pedestrian,1
2018,Day,Mon,1,1,0,Seoul,Car and People,Violation of drivers laws,crossroad,a van,Pedestrian,1
